Submission / Project,Round,Submission Title,Project,Category (from Project),Submission URL,Status,Tranche Completion %,Latest Tranche (from Payments),Total Awarded (USD),Total Paid (USD),Total Paid (XLM),Most Recent Payment Date,Award Type,One-Sentence-Description,Products & Services,Technical Architecture,Success Criteria,Website,Code,Video,Use Soroban?,Go-To-Market Plan,Traction Evidence,Tranche 1 - Deliverables,Tranche 2 - Testnet,Tranche 3 - Mainnet,Team Members,Thumbnail,LinkedIn (from Project),X (from Project),Discord (from Project),Pitch Deck (from Project)
Stellar Command Insights (SCI),SCF #29,Soroban Command Insights (SCI),Stellar Command Insights (SCI),Developer Tooling,https://communityfund.stellar.org/dashboard/submissions/recR4ULg6RudZEquX,Awarded,,SCF Legacy Award,$35000.00,$35000.00,386135.31,8/6/2024,Legacy v5.0 Activation Award,"A real-time monitoring and visualization system for Soroban CLI commands on the Stellar network, powered by the ELK stack.","Product Description: I am developing an advanced real-time monitoring and visualization system specifically designed for Soroban CLI commands on the Stellar network. Powered by the ELK (Elasticsearch, Logstash, Kibana) stack, this system efficiently captures, processes, and visually presents data generated by Soroban commands, offering developers and users invaluable insights and analytics.

Key Features of SCI:
1- Real-time Command Monitoring: Provides instant visibility into Soroban CLI command execution, tracking performance, resource usage, and outcomes.
2- Error Detection and Analysis: Automatically identifies errors or anomalies in command execution, offering detailed logs for rapid troubleshooting.
3- Historical Data Analysis: Stores and indexes historical command data, enabling trend analysis and optimization of Soroban-based applications over time.
4- Alert System: Allows setting custom alerts based on specific thresholds or conditions, ensuring prompt notification of critical issues.
5- Performance Optimization: Customizable dashboard displays key performance indicators such as command execution time and resource consumption.

Problems Solved: SCI resolves critical challenges in Soroban CLI usage:
1- Lack of Built-in Logging: Provides detailed logging of all CLI commands, inputs, and outputs.
2- Limited Command Visibility: Enhances visibility into complex command executions through real-time monitoring.
3- Difficulty in Troubleshooting: Detailed error detection and analysis feature reduces debugging time for failed commands.
4- No Historical Command Data: Enables tracking of past Soroban CLI usage patterns for workflow optimization.
5- Absence of Proactive Monitoring: Custom alert system monitors specific command behaviors or errors proactively.
6- Inefficient Performance Analysis: Centralized performance metrics aid in optimizing Soroban CLI usage.

Target Audience:
Soroban Smart Contract Developers: Gain insights into CLI command execution for efficient debugging and optimization of smart contracts. Analyze historical command data to improve development workflows and contract performance.
Businesses: Track and analyze operations in real-time, empowering informed decision-making based on accurate data insights.
System Administrators: Monitor network performance and ensure seamless operation of services utilizing Soroban CLI commands, enhancing overall system reliability.
Blockchain Analysts: Access detailed logs and visualizations of Soroban CLI commands to conduct in-depth analysis of blockchain activities. Analysts can identify trends, generate reports, and provide actionable insights to stakeholders.
Educational Institutions: Utilize the monitoring system as a teaching tool to demonstrate real-world applications of blockchain technology and smart contract execution. It can be used in courses related to blockchain development, network security, and data analytics.
Financial Institutions: Monitor and analyze transaction data to ensure secure and efficient financial operations. The system provides real-time insights into transaction status, failure rates, and performance metrics, which are crucial for maintaining trust and reliability in financial services.
Regulators and Compliance Officers: Track and audit transactions on the Stellar network to ensure compliance with regulatory requirements. The detailed logging and visualization capabilities help in maintaining transparency and accountability.

Integration with Stellar: My system seamlessly integrates with Stellar's robust infrastructure, enhancing the functionality and reliability of Soroban CLI command monitoring through key integrations:
Stellar Operations: Captures and analyzes data from various Stellar operations, providing comprehensive insights into network activities and transaction flows. This includes monitoring payment transactions, account creation, asset management, and more, ensuring that all critical operations are tracked and analyzed in real-time.
SEP Integrations: Integrates with relevant Stellar Ecosystem Proposals (SEPs), ensuring compatibility and connectivity with other Stellar-based services and tools, thereby fostering a cohesive ecosystem.
Machine Learning for Anomaly Detection: Integrates Elasticsearch's machine learning capabilities to detect anomalies in command execution. This helps identify unusual patterns or potential issues in the command usage, allowing for proactive management and optimization of the Soroban CLI environment.
Data Security and Privacy: Ensures that all captured command data is securely stored and processed. The system adheres to best practices for data security and privacy, ensuring that sensitive information is protected while providing comprehensive monitoring and analysis.

Why Stellar: I chose Stellar for its efficient, secure, and scalable blockchain infrastructure, ideal for high-performance monitoring and cross-border transactions.",,,https://github.com/SalihToruner/Soroban-ELK,https://github.com/SalihToruner/Soroban-ELK,https://www.youtube.com/watch?v=wr_blp5STgw&t=38s,,,,,,,Salih,,,,,
Decentrio,SCF #29,Soroban full-featured indexer,Decentrio,Developer Tooling,https://communityfund.stellar.org/dashboard/submissions/rec9Hr5X3cViYi8Te,Awarded,,SCF Legacy Award,$100000.00,$100000.00,1027068.38,8/14/2024,Legacy v5.0 Community Award,We Decentrio introduce a full-featured and high-performance Soroban indexer that support friendly JSON data.,"Our product is a continuation of our previous product Sorobook (version 1). Sorobook is an indexer with an integrated API server that collects Soroban transaction data and event data to provide feature-rich queries to Dapps in a clean, user-friendly format, along with sufficient documentation. Given what we have to offer, many Dapps could utilize our product to greatly enhance their UI/UX in terms of performance and utility. With that being said, there is still plenty of room to improve, most notably to support contract state and contract calls data. Though it's what is needed by most Dapps, existing API solutions don't have it as it is complicated to implement (requires complex data processing and efficient data management). That's why we want to introduce the next version of Sorobook so that we can include these needed functionalities.

Sorobook ver2.0 would support these types of data. We opt to provide friendly JSON data so that Dapps UI can easily work with our APIs. For that purpose, we've developed a JSON-XDR two-way converter in Golang. Once the development work is done, we'll host public APIs available for everyone to use. In the future, as our user base grows, we plan to provide a more robust hosting infrastructure, along with a tiered subscription service based on usage and load.

Our product integrates seamlessly with Stellar. All we have to do is run a Stellar core instance, which is where we fetch our data using the Go ingest library. The collected data is then processed and pushed into a PostgreSQL database, which is in turn used by our API server.",,,https://decentrio.ventures,"https://github.com/decentrio/soro-book, https://github.com/decentrio/sorobook-api, github.com/decentrio/xdr-converter",https://www.youtube.com/watch?v=idHJxRxhhVA,,,,,,,"Nguyễn Duy Khánh, Nguyen Thinh Vuong",,,https://twitter.com/decentriolabs,,
Solarkraft,SCF #29,Solarkraft,Solarkraft,Developer Tooling,https://communityfund.stellar.org/dashboard/submissions/recTmGxt9atX6ovnz,Awarded,,SCF Legacy Award,$67000.00,$67000.00,665792.85,8/8/2024,Legacy v5.0 Community Award,Runtime monitoring for Soroban smart contracts to aid developers and auditors in finding critical bugs before and in production,"The product. Solarkraft is a runtime monitoring tool of Soroban smart contracts. It tests whether on-chain invocations of the smart contract conform to a developer-written monitor specification, and flags deviations. Runtime monitoring applies to all phases of the engineering lifecycle and aids developers, auditors, and users. Importantly, Solarkraft monitors are small snippets of code, not a monolithic specification. This makes them more accessible formal artifacts than usual. We provide additional details in the Technical Architecture document.

The problem. Smart contracts are backing billions of dollars in cryptocurrencies. At the same time, smart contracts are notoriously difficult to get right. One reason for that is that the code of the smart contracts is immutable, that is, they cannot be quickly patched once deployed on mainnet. Another reason is that smart contracts are often written using an agile framework, where the requirements are figured out on-the-go, often by writing unit tests and integration tests. As a result, the expected behavior is poorly documented, if at all. The most common engineering practices (manual specification and code review, testing, security audits) are problematic in that they involve a lot of (incomplete) guessing, thus allowing critical bugs to sneak into production. Formal methods promise to deliver hard guarantees about the correctness of software. Even though we observe that formal methods enjoy stronger adoption in web3 than in web2, the use of formal methods is still quite limited in the blockchain space. In our experience, this is because formal specification is too far removed from an engineer's day-to-day practice.

Our solution. Solarkraft takes a middle ground between practical engineering methods and Formal Methods. Our goal is to connect and harden smart contract development and auditing via runtime monitoring backed by formal methods. We take into account our learnings from Atomkraft, the model-based testing tool that we developed for the Cosmos ecosystem in 2022, but propose the following novel and unique features:

We propose to write multiple modular monitor specifications for individual features, as opposed to a monolithic specification of the entire contract behavior. These are easier to write, read, and verify. Moreover, there is a good chance of reuse.

We map contract values to specification values, which is known as “abstraction”. This will be easier and more natural to do than mapping specification values to contract values, which is known as “concretization”.

Solarkraft integrates well into the development process. This brings immediate value to engineers. They can both test their contracts and observe monitor alerts in the development stage, and keep running the same monitors after contract deployment.

Solarkraft will be of value to contract auditors too. Auditors often have limited time frames for discovering security bugs (in contrast to malicious actors!). Drawing from our experience in auditing projects in the Ethereum and Cosmos ecosystems, it is quite challenging to write a complete specification that faithfully represents a collection of contracts (though we managed to do that in a few cases). With the approach outlined in this proposal, abnormal contract behavior can be discovered much faster, by writing simpler abstract monitor specifications.

Integration with Stellar. When it comes to developing sustainable tooling, we believe in value-driven development:

To this end, our proposal for this Community Award is to engage with the Soroban community to collaborate on a real-life case study and support it in Solarkraft (e.g., with Blend, Phoenix, Soroswap, Xyclones, etc). Since Solarkraft is open source, we expect the learnings to benefit the entire Soroban developer community.

We will also address test generation for Soroban smart contracts, similar to a fuzzer. This generator will use the monitor specifications as guidance to generate both successful and failing test cases, similar to how we did it with Atomkraft. In contrast to Atomkraft, where we generated inputs for long executions of large specifications, Solarkraft will take a different approach: we generate inputs for a single step of the synchronous product of simple monitor specifications. This approach should scale much better than the standard bounded model checking of large specifications.

Immediate value is also generated by performing security audits. Our team could use Solarkraft in the future to audit Soroban contracts. Since Solarkraft is open source, we expect other auditing teams to get value out of it as well.

Why Stellar? Stellar is appealing because of the technical maturity of its ecosystem. We appreciate the thoughtfulness with which Stellar has been designed and implemented.

References
Atomkraft Model-based Testing Tool: https://github.com/informalsystems/atomkraft",,,https://github.com/freespek/solarkraft,https://github.com/freespek/solarkraft,https://youtu.be/shVFqoUl-5A,,,,,,,"Thomas Pani, Igor Konnov, Andrey Kuprianov, Jure Kukovec",,,,,
AutoAction,SCF #29,AutoAction,AutoAction,Developer Tooling,,Ready for Payment,,SCF Legacy Award,$50000.00,$50000.00,120895.56,12/16/2024,Legacy v5.0 Activation Award,"AutoAction is a smart contract automation tool for implementing custom logic, time-based, and event-based automated transactions","Sure, please provide the content from cell A that you would like me to streamline.",,,,a,,,,,,,,Kevin Wang,,,,,
Digicus,SCF #29,Digicus - from MVP to 1.0,Digicus,Developer Tooling,https://communityfund.stellar.org/dashboard/submissions/recoFbY3txQwrt3p2,Awarded,,SCF Legacy Award,$100000.00,$100000.00,1005830.8,8/12/2024,Legacy v5.0 Community Award,"Digicus,Scratch for smart contracts, simplifies contract creation &amp; modification via an intuitive, Lego-like graphical interface.","The Problem

While smart contract development on Stellar has taken many leaps forward since I wrote about it six years ago, the barriers to entry are still numerous... it's an intimidating field only the most technically savvy (or at least the most curious learners) can break into. Put simply, developing smart contracts is hard.

Specifically:

While Rust (the most well supported Soroban SDK) is one of the most admired languages, it is far from one of the most popular.

More mature and seasoned smart contract platforms are complicated and error prone.

Thus, how can we help existing developers succeed? Even more importantly, how can we lower the barrier to entry for community newcomers? And as a stretch, how easy can we make it for non-technical folks to participate and even create their own smart contracts?

Today, various tools exist to solve this problem. Grouped generally, there are a few approaches:

Allow folks to use the programming language they are most familiar with (Hyperledger Fabric)

Give folks the best damn developer experience possible (Stellar with: all SDF Soroban tooling, SCF participants like Okashi, etc.)

Provide a set of re-usable, well vetted, well tested, and well understood boiler-plate, templated smart contracts (tons of this in the Ethereum ecosystem, a few SCF projects, etc.)

We propose a fourth approach: making the smart contract language itself more approachable.

The Solution

With the above problem in mind, consider the following:

65% of the general population are visual learners.

Scratch is an incredible first language, in fact it’s also more popular than Rust.

Digicus is a block-based Soroban native, smart contract programming language complete with an easy to use, low-code IDE. It attempts to leverage the existing programming on-boarding paradigms to give folks an opportunity to get their hands dirty while also requiring only the minimal amount of technical expertise to get started; we want Stellar developers to be writing contracts without requiring them to understand Rust, investigate WASM binaries, etc. Many schools (from elementary to college) use Scratch in their coding 101 class for exactly this reason!

Once folks become familiar with smart contracts via Digicus, there are two paths forward:

Transition to using the SDF supported Rust SDK (Digicus can target the Rust SDK so this transition can initially be a hybrid). This is akin to CS-201 where folks begin to use languages like Python and Java to learn data structures and algorithms.

Adopt Digicus as the IDE and programming language of choice for Soroban smart contract development. In this case, we will work to adopt and integrate into the IDE other community initiatives, projects, and efforts such as vulnerability analysis frameworks, auto-complete tooling, etc.

Existing, similar solutions in the blockchain space include:

SmartBuilder (very similar to what we're proposing here, built for Hyperledger)

Toolblox (Ethereum)

Blocks Editor (unsure what chain)

The Audience

There are a few audiences we target:

[primary] net new members to the Soroban developer community

[primary] existing, less technically savvy members of the Soroban developer community

[secondary] existing, technically savvy members of the Stellar developer community who have only just started experimenting with Soroban

While we might see Soroban power users adopt our tooling, we are not (at least initially) developing with this community in mind.

Onboarding

Digicus is a beginner friendly tool for developing smart contracts. Beginner here means many things:
1. no tools need to be downloaded (folks will be able to do all development in browser)
2. there is no specific programming language learning (or even that much programming knowledge) as a pre-requisite
3. for more tech savvy folks, it offers a natural progression. Folks can begin investigating the generated code (i.e. the contract in Rust) and decide to begin writing contracts in a supported programming language of their choice

Thus, we will promote it as a beginner smart contract creation tool.

We will investigate a few avenues to do so:
1. generate our own tutorial/""how to"" content in various forms (video, blog post, etc.)
2. work with SDF to incorporate it into the official tutorial documentation (at some point once it is feature complete)
3. actually use it ourselves, proving it is functional for real use cases

For folks new to the ecosystem, we'd expect them to learn about Digicus via avenues (1) and (2). For existing folks in the ecosystem, they may also learn about Digicus via (1) and (2) but also potentially (3); maybe they are a Ruby developer at heart and have been frustrated by the Rust language/toolchain, waiting for a simpler way to develop smart contracts.",,,https://www.digicus.dev/,https://github.com/robertDurst/digicus,,,,,,,,Robert Durst,,,,,
Calimero Network,SCF #29,Calimero Network,Calimero Network,Developer Tooling,https://communityfund.stellar.org/dashboard/submissions/recoBk1kfi1SixVph,Awarded,,SCF Legacy Award,$25000.00,$25000.00,256121.29,8/15/2024,Legacy v5.0 Activation Award,Calimero Network is an innovative framework for building Self-Sovereign Application protocols and private data sharing.,"Calimero Network is a framework that enables building and running peer-to-peer self-sovereign applications (SSApps) focusing on data ownership. SSApps are decentralized applications built on top of Calimero's peer-2-peer infrastructure, where users have full ownership over their data.

Data is incredibly valuable, powering progress and innovation. Yet, it's often collected and used in ways that might surprise you, raising privacy concerns. At Calimero Network, we argue that users should be in full control of their data, ensuring privacy, security, and autonomy over their personal information and interactions within the network. Additionally, as digital interactions become increasingly important in both personal and professional contexts, there is a growing need for solutions that provide enhanced security, privacy, and data ownership.

Our goal is for Calimero to become a Layer 0 for Private Data in the Stellar ecosystem. We recognize the strong linkage between blockchain technology and off-chain compute, and would love to see developers building use cases on Calimero’s infrastructure, such as Private DAOs, Private Finance, Private Social, Edge Computing on user devices (mobile, PC, and browsers) where private data is closer to the source (user), while all the immutable and trustless execution happens on Stellar.

To make our vision true, we have developed a framework that empowers developers with tools like the Protocol SDK for defining application-specific communication rules and the Client SDK for seamless interaction with the network, alongside a specialized compute market for executing demanding tasks. The network's architecture supports peer-to-peer encrypted data streams, ensuring verifiability, data privacy, and security. Calimero Network stands out by offering localized consensus, which contrasts with traditional global consensus models, allowing for scalable and efficient application performance without sacrificing user privacy. Intended for developers seeking to create privacy-preserving applications and users desiring control over their data, Calimero Network promises a decentralized computing environment where privacy is paramount, and data remains under the user's control hosted on their local device.

Later in this proposal, we dive deeper into the specific technical integration with Stellar in the question regarding the technical architecture. Additionally, we will break down the roadmap into 3 major milestones. While this proposal’s scope captures integration with Stellar, followed by a joint hackathon, afterwards we plan to integrate with projects building on Stellar to further promulgate the privacy-preserving narrative within the Stellar ecosystem.",,,https://www.calimero.network/,https://github.com/calimero-network/core,https://drive.google.com/file/d/1JO0uPA4UY07Vh1jU_TF-26Rh17Jgu8Cx/view,,,,,,,"coach_saveznik , coach_saveznik",,https://www.linkedin.com/company/calimero-network/,https://x.com/CalimeroNetwork,https://discord.gg/kjP4GrafXj,
West African Ambassadors (WAA),SCF #29,West African Ambassadors (WAA),West African Ambassadors (WAA),Education & Community,https://communityfund.stellar.org/dashboard/submissions/rec76AToqXxNpKzvV,Awarded,,SCF Legacy Award,$47500.00,$47500.00,463750.34,7/26/2024,Legacy v5.0 Activation Award,"The WAA Program empowers builders to tackle regional issues through blockchain, focusing on education, collaboration, and adoption","The West African Ambassador program is a dynamic incentive designed to address regional challenges through blockchain technology on the Stellar ecosystem. With 50+ members and hundreds of event attendees, the program aims to generate innovative solutions applicable across various industries in Africa. Since its inception, it has already successfully supported the development of GearUP, its first funded project, with the ambition of catalyzing a new project each month. This initiative not only promotes local blockchain developers but also organizes numerous events to boost adoption of the homegrown applications. Next month we have 8 events planned in the region as well as 12 virtual coding classes on Discord, and weekly Ambassador meetings open to the public to attend.

The West Africa Ambassadors Program addresses several key issues in the region through the application of blockchain technology: Economic Development and Entrepreneurship: By encouraging the creation of blockchain-based businesses, the program supports economic growth and provides new opportunities for local entrepreneurs. This is achieved by nurturing skills in blockchain technology and smart contract deployment, empowering participants to turn innovative ideas into viable businesses. Education and Skill Development: The program targets individuals with little to no coding experience, offering educational classes that teach them how to code and deploy smart contracts. This education not only builds valuable technical skills but also enhances problem-solving capabilities, preparing participants for advanced opportunities in the tech sector. Community Building and Collaboration: By organizing events and fostering collaboration among members, the program strengthens the local blockchain community. This enables knowledge sharing and joint problem-solving, creating a supportive ecosystem where members can learn from each other and collaborate on projects. Technology Adoption and Innovation: The program promotes the adoption of blockchain technology by demonstrating its practical applications, particularly how it can solve local problems. By featuring local applications built on Stellar, it showcases successful implementations and encourages further innovation in the region. The primary audience includes aspiring developers, entrepreneurs, and tech enthusiasts in West Africa who are interested in blockchain technology and its applications for local development. Through its multifaceted approach, the program aims to transform these individuals into skilled professionals and innovators in the blockchain space.

Events in the West Africa Ambassadors Program play a crucial role in promoting projects built on Stellar, particularly those utilizing Soroban smart contracts. These gatherings serve as dynamic platforms where developers can showcase their applications through detailed presentations and engaging live demonstrations. By highlighting successful projects, these events encourage broader adoption of Stellar’s technologies and demonstrate practical uses in solving local issues. Each event is carefully structured to maximize exposure for developers, allowing them to present their blockchain solutions to an audience that includes potential investors, industry leaders, and future users. This exposure is instrumental in securing feedback, fostering partnerships, and attracting necessary funding. Additionally, these events offer valuable case studies and success stories that illustrate the tangible benefits and impact of using Stellar and Soroban in real-world applications. Moreover, the community-centric atmosphere of these events encourages networking and collaboration among participants. This environment fosters a supportive ecosystem where developers can connect, share insights, and collaborate on future projects. Such interactions not only enhance individual projects but also strengthen the overall capacity of the local blockchain community to innovate and address regional challenges effectively.

The coding classes within the program are integral to preparing ambassadors for these events. By focusing on the technical workings of the Stellar SDK and the Rust programming language, essential for crafting smart contracts on Soroban, ambassadors gain a deep understanding of Stellar's infrastructure. This knowledge equips them to host discussions and presentations about Stellar's technical interworkings at events, enhancing their ability to educate and engage audiences effectively. Participants start with a fundamental understanding of blockchain technology and progressively tackle more complex topics, including smart contract deployment and optimization on the Stellar network. This structured educational approach ensures that by the end of the program, attendees are not only well-versed in theoretical concepts but also competent in applying them to develop practical, scalable solutions.",,,discord.gg/stellardev,,,,,,,,,david ogoegbunem,,,,,
Stellar Women Bootcamp,SCF #29,Stellar Women Bootcamp,Stellar Women Bootcamp,Education & Community,https://communityfund.stellar.org/dashboard/submissions/reccvCDAiuwbDwy4n,Awarded,,SCF Legacy Award,$14400.00,$14400.00,140589.57,7/26/2024,Legacy v5.0 Activation Award,"A 4-week, gamified educational program designed to onboard Latin women into the DeFi basics, with a focus on Stellar ecosystem.","Who are we? We are Women Biz, a latin community created by women to empower women through web3. We organize events and educational programs to promote Blockchain adoption through web2 to web3 onboarding. With a diverse community with over 1800 members across 16 countries, we have created an environment that promotes education, collaboration, and empowerment within the blockchain industry. These engagements have served as crucibles of learning and interaction, facilitating knowledge exchange and fostering a supportive ecosystem for women navigating the complexities of Web3. Our experience includes organizing over 50 IRL events and hosting over 30 online workshops, providing valuable opportunities for learning and networking. Notable highlights include our successful “Women in Web3” bootcamp, which attracted 190 women participants and received over 400 quest submissions as well as our “Latina Blockchain Hackathon” that produced 21 innovative projects.

What problem do we identify? Today's financial systems are often inaccessible, inefficient, and costly, particularly for individuals and businesses in underserved and developing regions. Traditional financial services can be exclusive, slow, and burdened with high fees. Additionally, according to Boston Consulting Group (BCG) and POCLab gender diversity research results published in 2023, women make up only about 27% of the Web3 workforce, often in non-technical roles. Only 13% of Web3 founding teams include a woman, and only 3% have teams that are exclusively made up of women. This significant gender gap further limits the potential for innovation and inclusion in the blockchain space.

Our solution Recognizing the potential of Stellar to transform financial systems, we propose a DeFi-focused bootcamp to educate and empower individuals to leverage Stellar for decentralized finance applications. The Stellar Women Bootcamp is a 4-week, gamified educational program designed to equip Latin women with the knowledge and skills necessary to develop and utilize decentralized finance solutions on the Stellar network. The bootcamp offers 80 scholarships, and includes live classes, mentoring, and weekly challenges. Participants will learn DeFi fundamentals, interact with Stellar projects and earn rewards through active engagement. The program aims to bridge the gap between Web2 and Web3 financial knowledge.",,,https://hiwomenbiz.com/women-in-web-3-bootcamp,https://github.com/womenbiz,https://vimeo.com/983629930?share=copy,,,,,,,briguit reinaldo,,,,,
NearX - Dev Educational Program,SCF #29,Soroban Samba - Educational,NearX - Dev Educational Program,Education & Community,https://communityfund.stellar.org/dashboard/submissions/recgSPiti9D1KPRG3,Awarded,,SCF Legacy Award,$65000.00,$65000.00,653790.02,8/12/2024,Legacy v5.0 Community Award,Soroban Samba is a two month-long event in Brazil dedicated to onboarding developers and teams to build on Soroban.,"Brazil has proven to be a hub of talent, hosting outstanding Stellar projects such as Soroswap, Cheesecake Lab, Emigro, Oinc, Nearx, and many others, with more emerging each batch. Soroban Samba is the perfect opportunity to unite all Brazilian projects, establish a robust and supportive community, and further boost project development. This month-long event will onboard over 1000 developers and feature a unique design identity and communication strategy. It will be widely promoted through social media, technology journals, developer communities, and universities in Brazil. This event will not only stimulate innovation within the chain but also encourage newcomers to explore and utilize existing DApps on the Soroban chain.

Event highlights include: Online Learn-to-Earn activities, Online coding Classes, and Support for developers.

Online Learn-to-Earn Activities: The main focus of Soroban Samba, developers will face weekly challenges to win prizes. These challenges will be revealed each Monday, and participants will have a few days to complete them. The challenges will be individual and graded by difficulty levels (junior, mid-level, senior). Each weekly batch will have rewards distributed to everyone who completes the challenges according to the level of difficulty. These challenges will prepare participants to build various integrations and products within Soroban, including financial solutions, DeFi integrations, on-ramps and off-ramps, and more. This experience will bring significant traction to the Soroban Community in Brazil. Also we believe there are many excellent projects within Soroban, though most currently have low traction. To address this, we will include strategies to engage future Soroban developers and our audience with Soroban apps and DApps through gamified experiences with prizes. The idea is to reward every participant.

Focus Areas: Financial Solutions: Developing applications for payments, remittances, or decentralized finance (DeFi) solutions. DeFi Integrations: Creating DeFi solutions such as lending platforms, decentralized exchanges, or yield farming tools. On-Ramps and Off-Ramps: Building tools to facilitate the conversion of fiat to crypto and vice versa. Social Impact Projects: Creating applications that address social issues like transparency in charity, voting systems, or identity verification.

Benefits of Online Learn-to-Earn Activities for Stellar: Increased Developer Engagement, Accelerated Ecosystem Growth, Community Building, Enhanced Visibility and Adoption, Quality Assurance, Innovation and Problem-Solving. By implementing Online Learn-to-Earn activities, Stellar can significantly enhance its ecosystem, attract and retain talented developers, and ensure sustained growth and innovation.

Online Coding Classes: During Soroban Samba, each week will feature its own coding challenges. To prepare developers for these activities, coding classes will dive deep into Soroban code and explain various ways to complete each challenge. These classes are crucial for understanding the structure of Soroban coding. Additionally, during Soroban week, all Brazilian Stellar projects will be invited to showcase their solutions and share their personal experiences building on Soroban. In total, we expect to offer more than 10 hours of content, crafted in Portuguese and focused on builders. We aim for participants not only to build but also to interact with applications in the ecosystem, using wallets, exchanges, on-ramps, off-ramps, and more.

Support for Developers: Support is crucial as hundreds of developers will participate in Soroban Samba. A technical team with substantial knowledge about Soroban will be available within our community to assist developers with specific needs, including screen sharing and personalized guidance. This dedicated support will ensure that all participants can effectively navigate challenges and maximize their development potential.

In Summary: We expect 1,000 developers to participate in Soroban Samba, resulting in the deployment of over 2,000 contracts. Senior participants will be incentivized and supported to build their own products on Soroban. This comprehensive support and encouragement will help foster innovation and growth within the Soroban ecosystem. Our team is committed to achieving transformative results. That's why we focus on exceeding expectations in every proposal we deliver. We strive to go above and beyond to ensure outstanding outcomes for Soroban Samba.",,,nearx.com.br,https://github.com/nrxschool/stellar-bootcamp,,,,,,,,"Caio de Mattos Azevedo de Paula, Vitoria Rodrigues",,,https://twitter.com/nearxschool,https://discord.gg/nearx,
The Starship Soroban,SCF #29,The Starship Soroban,The Starship Soroban,Education & Community,https://communityfund.stellar.org/dashboard/submissions/rec2ZXjpkY4lCdRpV,Awarded,,SCF Legacy Award,$10000.00,$10000.00,99372.06,8/8/2024,Legacy v5.0 Activation Award,A bilingual (Turkish and English) gamified platform to teach Soroban smart contracts through interactive modules and quizzes.,"Starship Soroban is a bilingual learning platform designed to teach Soroban smart contracts to Turkish and English-speaking audiences. The platform gamifies the learning process through interactive modules, each focusing on a specific smart contract concept. At the end of each module, quizzes assess the learners' understanding, making the educational experience engaging and effective.

Problems it Solves:
Language Barrier: Provides resources in Turkish and English, making Soroban smart contract education accessible to a wider audience.
Complexity: Simplifies the learning process by breaking down complex concepts into manageable, gamified and interactive modules.
Engagement: Uses gamification to make learning more engaging, reducing the intimidation factor and encouraging continued participation.

How it Works:
Interactive Modules: Each module focuses on a specific aspect of Soroban smart contracts, using examples, explanations, and interactive elements.
Quizzes: At the end of each module, quizzes test the learners' understanding, providing immediate feedback and reinforcement learning.
Rewards System: Learners earn virtual rewards and certificates upon successful completion of modules, motivating continuous engagement.

Scenario Gamification: You are a captain of the Starship Soroban, tasked with exploring different planets in the Soroban Galaxy. Each planet represents a module focusing on a specific smart contract concept. To progress through the galaxy, you must complete missions (learning modules) and solve challenges (quizzes) on each planet. Successfully completing a mission earns you star points and unlocks new planets to explore.

Planets and Modules:
Eventus Prime: Events Module
Mission: Learn to define event topics, structure event data, and publish events from a Soroban smart contract.
Challenge: Implement a sample contract with working event publication and successful event subscription.

Structura: Custom Types Module
Mission: Create and use custom data structures (structs and enums) in Soroban smart contracts.
Challenge: Develop a sample contract utilizing custom types, verified through unit tests and code reviews.

Erratica: Errors Module
Mission: Define, handle, and propagate errors in Soroban smart contracts.
Challenge: Implement error handling in a sample contract with successful error propagation and panic scenarios.

Logos: Logging Module
Mission: Set up logging configurations in the Cargo.toml file and use the log! macro for debugging.
Challenge: Generate and verify logs in a sample contract during execution.

Authon: Auth Module
Mission: Implement authentication and authorization using address identifiers and the require_auth method.
Challenge: Create a sample contract with functional authentication and authorization mechanisms.

Conexus: Cross Contract Calls Module
Mission: Set up and perform cross-contract calls between Soroban contracts.
Challenge: Execute cross-contract calls in a sample contract verified through unit tests.

Deployon: Deployer Module
Mission: Upload Wasm binaries, handle authorization using the deployer() function, and initialize contracts.
Challenge: Deploy and initialize a sample contract, verified through deployment logs and functionality tests.

Allocatoris: Allocator Module
Mission: Use the allocator feature to manage dynamic memory in Soroban smart contracts.
Challenge: Utilize the allocator in a sample contract, verified through unit tests and memory usage analysis.",,,,,https://youtu.be/lGcYQdJ7wQs,,,,,,,Durmuş Toruner,,,,,
